review_body_-1,review_body_0,review_body_1,__joinsource_column_name__
0.1062921014001037,0.09922074681378568,-0.21700654564630395,1514
-0.035550878993045876,-0.03558269217485999,0.0698322839710589,22
-0.08452003973541822,-0.08457900100462645,0.16232679645960602,1249
0.1062921014001037,0.09922074681378568,-0.21700654564630395,372
0.0,0.0,1.3400481491121496E-7,924
0.09040137360095868,0.08332955415019894,-0.18176424025968962,1315
0.1093986327346419,0.10232952718960542,-0.2239791740673096,1341
-0.02775533740467495,-0.027777770213520014,0.054719976271546344,954
0.10629223128612963,0.09922061680621108,-0.21700669114854543,266
0.0,0.0,0.0,76
-0.0442796933310885,-0.04434807239032901,0.08664881331774066,1140
0.10629223128612963,0.09922061680621108,-0.21700669114854543,399
-0.03146189811819833,-0.03148216097626677,0.06191248205764055,1182
0.045620987276603575,0.03893366248892827,-0.08631390754667068,1120
-0.08097133340664353,-0.08108654054392639,0.1558106441468733,1541
0.0,0.0,0.0,375
0.1050393853405186,0.09796451612969159,-0.21419929912073643,786
0.01237065507688373,0.012378161239635421,-0.02487403131736965,1901
0.04759353961355328,0.045402551868583996,-0.09514494902488169,1666
0.1062921014001037,0.09922074681378568,-0.21700654564630395,69
0.07530873329322296,0.06825358614203714,-0.1489256360797796,1330
0.10234977689839808,0.09528252882870913,-0.20820395271644987,1106
0.07643905224729675,0.06483203915809255,-0.14645930582970468,976
-0.06188278869331987,-0.06194150580190794,0.12007964227281132,840
0.0,0.0,1.3400481491121496E-7,827
0.07104754218789266,0.06398979247591474,-0.1397505891096119,1846
-0.1155451926546015,-0.11568134578422973,0.21900169306375417,165
0.10629223128612963,0.09922061680621108,-0.21700669114854543,1076
0.080260949790112,0.07321179806900613,-0.15964903860560886,1982
0.10629223128612963,0.09922061680621108,-0.21700669114854543,1109
-0.0014057848617637925,-0.001406406765535606,0.002806763352701358,764
-0.037189688743688,-0.03722055393064583,0.07299229667083729,421
0.10234990693177981,0.09528252882870913,-0.20820395271644987,1503
-0.2374028482388253,-0.23768339458034016,0.42893776779094195,1759
-0.013683267328732596,-0.013689481416355509,0.02715635823746365,1336
0.06583598425629533,0.06367014987750219,-0.1338207276849629,1303
0.1062921014001037,0.09922074681378568,-0.21700654564630395,911
-0.1636566543697987,-0.163817482165301,0.3040880735102522,1073
0.1062921014001037,0.09922074681378568,-0.21700654564630395,1799
0.0,0.0,1.3400481491121496E-7,29
-0.03108196324879786,-0.03112007179461629,0.06119370607140551,855
0.0,0.0,0.0,1591
-0.22348403009133633,-0.2237153845088965,0.40583017851179587,1015
0.0,0.0,0.0,107
0.0,0.0,1.3400481491121496E-7,480
-0.021189693554310107,-0.025760579686178287,0.046359453801974926,1785
0.1062921014001037,0.09922074681378568,-0.21700654564630395,748
-0.03108196324879786,-0.031120207298529157,0.06119370607140551,875
0.08918436743995051,0.07756059189669684,-0.17411210472965355,1952
0.06582730851075347,0.06125862364705059,-0.1312321278267896,1107
-0.19399275564031349,-0.19420986128667694,0.3562271043281194,77
0.019438735970363386,0.012435712615881611,-0.03209369327374967,1795
-0.01335055950838715,-0.013378618624815597,0.02652179757972739,680
0.080260949790112,0.07321179806900613,-0.15964917261042377,1537
0.0,0.0,-1.3400481491121496E-7,1607
0.0,0.0,0.0,487
0.0928729383318796,0.08583702778512914,-0.1872407360346161,1020
0.0018154365348854729,0.0018049538659965503,-0.0036196392721733472,33
0.1062921014001037,0.09922074681378568,-0.21700667965111886,1910
0.10629223128612963,0.09922061680621108,-0.21700682515336034,1924
0.10629794626648525,0.09924414809785442,-0.2170392723779796,639
0.0,0.0,0.0,1747
-0.043378265492716284,-0.04344620417065459,0.08492133404222857,1277
0.0,0.0,0.0,438
0.0,0.0,0.0,1784
0.1062921014001037,0.09922074681378568,-0.21700654564630395,944
-0.05727372310211898,-0.06418820453515217,0.11785262676829422,296
0.0,0.0,0.0,1625
-0.043378265492716284,-0.04344620417065459,0.08492146804704348,1166
-0.1926939622437558,-0.1929262757051614,0.3540327253656423,952
0.080260949790112,0.07321179806900613,-0.15964903860560886,1184
0.0,0.0,1.3400481491121496E-7,1029
-0.043378265492716284,-0.04344606808177265,0.08492133755964992,655
0.10629223128612963,0.09922061680621108,-0.21700669114854543,468
0.07530873329322296,0.06825358614203714,-0.1489256360797796,1494
0.0,0.0,0.0,1787
-0.037189688743688,-0.03722055393064583,0.07299229667083729,255
0.003208712103931921,0.0031988768504489506,-0.006410396103848526,1381
-0.02386012645823765,-0.023891035784791015,0.04713985994766223,1298
0.1092301863410663,0.09759787252821073,-0.21848400294080672,175
0.013693184677912806,0.013701034814216917,-0.02755148546136099,1594
0.10806524475980162,0.10100243353523863,-0.22099143464595095,1308
-0.037189688743688,-0.03722055393064583,0.07299216266602238,543
0.1062921014001037,0.09922074681378568,-0.21700667965111886,1397
0.06804058861964768,0.06585500276093492,-0.1385243906239242,1478
0.0,0.0,0.0,1193
-0.03108196324879786,-0.031120207298529157,0.061193572066590596,269
-0.03108196324879786,-0.031120207298529157,0.061193572066590596,684
-0.037189688743688,-0.03722055393064583,0.07299216266602238,394
0.1062921014001037,0.09922074681378568,-0.21700667965111886,551
0.0,0.0,-1.3400481491121496E-7,1944
0.0,0.0,-1.3400481491121496E-7,1175
0.0,0.0,0.0,1538
0.09046113597786032,0.08340086749607378,-0.18190818395969433,155
0.1062921014001037,0.09922074681378568,-0.21700667965111886,177
0.0,0.0,-1.3400481491121496E-7,1676
0.015521643701361332,0.013306996109944236,-0.029003729692126057,59
0.0040602941624989786,0.004051658687266313,-0.008118942378536165,520
0.058899735193477576,0.05185548217849578,-0.11385967270503272,1872
0.0,0.0,-1.3400481491121496E-7,813
-0.04545631658454474,-0.045510334573029,0.08888675655772327,1256
-0.0033555635853266264,-0.0033649689990383758,0.006701238921690944,1093
0.0,0.0,0.0,970
0.012535367713153223,0.012531985231196696,-0.025196211072307295,234
0.0413314177868398,0.02973318548770698,-0.07228892523361086,1198
-0.03108196324879786,-0.03112007179461629,0.061193572066590596,194
0.0,0.0,0.0,614
0.03627818216387779,0.034104149890556434,-0.07157745182915487,1571
-0.1678817780181755,-0.1701624730458079,0.3132461388053677,230
-0.058761223814085106,-0.0656801126123342,0.12066129782163515,1969
-0.023007187600920465,-0.023066098159786663,0.0455017367012136,508
-0.043378265492716284,-0.04344606808177265,0.08492120355483501,542
-0.07575053646362295,-0.0758568781865756,0.14610320089687978,133
0.10629223128612963,0.09922061680621108,-0.21700669114854543,218
0.1062921014001037,0.09922074681378568,-0.21700654564630395,1027
-0.005026091255452725,-0.005027855285263394,0.010016996432767433,1104
-0.07805022347936541,-0.07812021946935377,0.15034698632179855,573
0.0,0.0,1.3400481491121496E-7,1636
0.06804058861964768,0.06585500276093492,-0.13852425661910928,988
0.06288464118545478,0.05834594206444388,-0.12498436885446174,745
0.10629223128612963,0.09922061680621108,-0.21700669114854543,722
0.07577309514389563,0.06872928965972003,-0.1499401619336942,1130
0.1062921014001037,0.09922074681378568,-0.21700654564630395,249
-0.04967520392929903,-0.049737499500452476,0.09694899507527033,1416
0.1092300565641442,0.09759800259667928,-0.21848400294080672,158
-0.03978862461492616,-0.03983302717257098,0.07800837749744771,544
-0.023405005044425997,-0.023447183812786876,0.04626254981630762,1095
0.0,0.0,0.0,1488
0.0,0.0,0.0,923
0.06338746000094087,0.05881703001336991,-0.12602222269587604,740
-0.03822693775975594,-0.03826471323665237,0.07499706173466403,322
-0.037189688743688,-0.03722055393064583,0.07299216266602238,1550
0.0,0.0,-1.3400481491121496E-7,1898
0.10629223128612963,0.09922061680621108,-0.21700682515336034,1941
-0.0820510844754695,-0.08214963464796321,0.15779555622628183,492
0.01464469211126751,0.014655487342279505,-0.02948282951791148,826
-0.03108196324879786,-0.031120207298529157,0.061193572066590596,1554
0.05177435736070801,0.047226705779401135,-0.10145204071977543,1906
-0.07088640260629386,-0.07095536168550576,0.13699175782033768,1819
0.0,0.0,-1.3400481491121496E-7,1448
-0.16491675167907893,-0.16943604780593902,0.3100523861132782,1304
-0.00849464015393886,-0.00850108939224481,0.01690413721995876,1808
0.1062921014001037,0.09922074681378568,-0.21700667965111886,1727
0.0,0.0,-1.3400481491121496E-7,1805
-0.01235765012206036,-0.01237486853572456,0.02455260604165077,1828
0.014644825710312337,0.014655487342279505,-0.02948282951791148,621
-0.07575053646362295,-0.0758568781865756,0.14610306689206487,1696
0.0015634590643901491,0.0015638824344821334,-0.0031264839155492608,830
-0.06100610823550234,-0.06108518596024437,0.11844562838324713,550
0.0,0.0,0.0,1829
0.01548384581018769,0.015494391244679884,-0.031184545548192055,442
0.10915569359742461,0.10208766095424893,-0.22343459395902654,1694
-0.1636566543697987,-0.163817482165301,0.3040879395054373,145
-0.026722278428805146,-0.028966904957992923,0.05487232238015649,586
-0.08452003973541822,-0.08457900100462645,0.1623266624547911,1483
0.1062921014001037,0.09922074681378568,-0.21700667965111886,537
-0.019687267907444794,-0.019724677287935477,0.03898570809260127,1320
0.1062921014001037,0.09922074681378568,-0.21700667965111886,1154
0.0,0.0,0.0,243
